col1 col2
0.0132403	0.0247167
0.00999763	0.0156581
0.0188786	0.0404426
0.008756	0.0138573
0.0227084	0.0476479
0.0194535	0.0385374
0.0068215	0.00907346
0.0104231	0.0254795
0.0197492	0.0391005
0.0164661	0.0330412
0.00875852	0.0138713
0.00649212	0.00711777
0.00571878	0.00825937
0.0164132	0.032901
0.0052553	0.00560533
0.00658146	0.01111
0.00871397	0.0136872
0.00673742	0.00884156
0.0148071	0.0286672
0.0077541	0.0111275
0.00518983	0.00616875
0.0052017	0.00404093
0.0156646	0.0290417
0.00561677	0.00758909
0.00600435	0.0143323
0.00561024	0.00755889
0.00870088	0.0136819
0.00652253	0.00723248
0.00939674	0.0142341
0.0119784	0.0218981
0.00982632	0.0166085
0.00573629	0.00404329
0.00651869	0.00720333
0.010022	0.0170937
0.00663108	0.00763607
0.0107673	0.0194758
0.00741888	0.00854178
0.0131233	0.0287432
0.00682835	0.0112455
0.0057981	0.00911393
0.005198	0.00630816
0.00581007	0.00887467
0.00502709	0.00188146
0.00558682	0.00731911
0.00522344	0.00585599
0.0055918	0.00733315
0.0130848	0.0244526
0.00572434	0.00401148
0.00597677	0.00840243
0.00535913	0.00522956
0.00681729	0.00695466
0.00538576	0.00350181
0.00622077	0.00613862
0.00572439	0.00406183
0.00541851	0.0046214
0.00677561	0.00690633
0.00541845	0.0077183
0.0051045	0.00222238
0.00536273	0.00731591
0.00570559	0.00403037
0.00551326	0.00520542
0.00529588	0.00481612
0.00521707	0.00623457
0.00542163	0.00524877
0.0050359	0.00193413
0.0106133	0.0172629
0.00542673	0.00464088
0.00580981	0.00535085
0.0101623	0.0174873
0.0133041	0.0295365
0.00538594	0.00350887
0.00506208	0.00340929
0.00502713	0.0018814
0.00711962	0.00962058
0.0127925	0.0235205
0.00483824	0.00260396
0.00489615	0.00218641
0.011939	0.0247209
0.00498035	0.00195733
0.00605345	0.0060635
0.00498289	0.00195645
0.0054982	0.00455583
0.00502853	0.00190547
0.005034	0.00186963
0.00507594	0.00344904
0.00481559	0.0025524
0.00485378	0.00251285
0.00490917	0.00216397
0.00507547	0.00204576
0.00966758	0.0159374
0.00526185	0.00423059
0.0050263	0.00188796
0.00490189	0.00217564
0.00484678	0.00263136
0.00555745	0.00416619
0.00502815	0.00188967
0.00486556	0.00260075
0.00502108	0.0018884
0.00544507	0.00395574
0.0116918	0.0208922
