col1 col2
0.0182763	0.0362431
0.0169529	0.0310665
0.0179455	0.0335161
0.0265284	0.0559659
0.0246199	0.0485565
0.0238414	0.0489587
0.0168782	0.0303977
0.0119052	0.0194772
0.00790003	0.0100705
0.0218454	0.0443066
0.0119431	0.0195644
0.0170351	0.030182
0.02098	0.0402415
0.0159278	0.031413
0.00600028	0.00612787
0.0178677	0.0353767
0.0177493	0.032842
0.00575725	0.0039443
0.0184173	0.0365553
0.0168218	0.0302557
0.0120468	0.0198252
0.0143209	0.0242425
0.00598692	0.00547042
0.00774897	0.00964466
0.0059834	0.00564605
0.00574795	0.00391801
0.0172678	0.0312653
0.0102457	0.0156197
0.0119464	0.0195775
0.020409	0.0409488
0.00711267	0.00808841
0.0114548	0.0184691
0.00488836	0.00440085
0.00549579	0.00297994
0.0068213	0.00725815
0.00603787	0.00470683
0.00495086	0.00245279
0.00790081	0.0100721
0.00598857	0.00550265
0.00570014	0.00378229
0.00599914	0.00455056
0.00516818	0.00513352
0.00529975	0.00385685
0.0058257	0.00550854
0.00473732	0.00309675
0.0054887	0.00294889
0.00597071	0.00451934
0.00498636	0.00255665
0.00518355	0.00239638
0.00494955	0.00232551
0.00497855	0.00236969
0.00473415	0.0031932
0.00486071	0.00433269
0.0049199	0.00217968
0.0049529	0.00244826
0.0102705	0.0181999
0.00509609	0.00495944
0.00548254	0.00591045
0.0051646	0.00246265
0.00644199	0.00846899
0.00460623	0.00362664
0.00604076	0.00744764
0.00528613	0.00541506
0.00520559	0.00234218
0.00493696	0.00452182
0.00674703	0.00688932
0.00526287	0.00228804
0.00498278	0.00538329
0.00495637	0.002445
0.00494951	0.0023253
0.00742374	0.011091
0.00492074	0.0023887
0.00660364	0.00890063
0.00508327	0.00247729
0.00679952	0.00704021
0.00591068	0.00428336
0.00490828	0.00218525
0.00740045	0.00872532
0.00491906	0.00217658
0.00573879	0.00373218
0.00509466	0.0049485
0.00492911	0.00215295
0.00494258	0.00228502
0.0049195	0.00217819
0.00521645	0.00525023
0.00478995	0.00251114
0.00553053	0.00605971
0.00521064	0.00220129
0.00473315	0.00314618
0.00488792	0.00439977
0.00460624	0.00362664
0.00510086	0.00204732
0.00598306	0.00472263
0.00515187	0.00247915
0.00486071	0.00433269
0.00469578	0.00283004
0.00585943	0.00693434
0.00776383	0.00913444
0.00495518	0.0022759
0.00490825	0.00218516
